#,Kevin Ready?,Continent,Country,State/Province/Territory/etc.,Location,Region,Up Front Description,Hint # 1,Description at the end (100 words),Has Chez Edited Description,Wikipedia Link,Tourism Link,Climate,Pics Uploaded?,Who logged,Pictures,TB URL,Notes
1,,,,,,,,,,,,,,FALSE,,,,
125,FALSE,North America,Canada,Alberta,,,It is a state/territory/province,,,,,,,TRUE,Aviva,,,
126,FALSE,North America,Canada,British Columbia,Vancouver,,,,,,,,,FALSE,,,,
127,FALSE,North America,Canada,New Brunswick,,,It is a state/territory/province,,,,,,,TRUE,Aviva,,,
128,FALSE,North America,Canada,Ontario,Niagara Falls,,It is a state/territory/province,,,,,,,FALSE,,,,
129,FALSE,North America,Canada,Quebec,Charlevoix,,It is a state/territory/province,,,,,,,FALSE,,,,
130,FALSE,North America,Canada,Quebec,Saguenay,,It is a state/territory/province,,,,,,,FALSE,,,,
131,FALSE,North America,Canada,Saskatchawan,,,It is a state/territory/province,,,,,,,FALSE,,,,
132,FALSE,North America,Cuba,,Havannah,,,,,,,,,FALSE,,,,
133,FALSE,North America,Mexico,Baja California Sur,,,,,,,,,,FALSE,,,,
134,FALSE,North America,Turks and Caicos,,,,,,,,,,,FALSE,,,,
135,FALSE,North America,USA,Alabama,,,It is a state/territory/province,,,,,,,FALSE,,,,
136,FALSE,North America,USA,Alaska,,,It is a state/territory/province,,,,,,Subarctic climate,FALSE,,,,
137,FALSE,North America,USA,Arizona,,,It is a state/territory/province,,,,,,,FALSE,,,,
138,FALSE,North America,USA,Arkansas,,,It is a state/territory/province,,,,,,,FALSE,,,,
139,FALSE,North America,USA,Califorina,,,It is a state/territory/province,,,,,,,FALSE,,,,
140,FALSE,North America,USA,California,Bowen Island,,,,,,,,,FALSE,,,,
141,FALSE,North America,USA,California,Disney Land,,,,,,,,,FALSE,,,,
142,FALSE,North America,USA,California,LA,,,,,,,,,FALSE,,,,
143,FALSE,North America,USA,California,San Francisco,,,,,,,,,FALSE,,,,
144,FALSE,North America,USA,Colorado,Colorado Springs,,,,,,,,,FALSE,,,,
145,FALSE,North America,USA,Colorado,Smokey Mountain National Park,,,,,,,,,FALSE,,,,
146,FALSE,North America,USA,Colorado,,,It is a state/territory/province,,,,,,,FALSE,,,,
147,FALSE,North America,USA,Delaware,,,It is a state/territory/province,,,,,,,FALSE,,,,
148,FALSE,North America,USA,District of Columbia,"Washington, DC",,,,,,,,,FALSE,,,,
149,FALSE,North America,USA,Florida,Disney World,,,,,,,,,FALSE,,,,
150,FALSE,North America,USA,Florida,Florida Keys,,,,,,,,,FALSE,,,,
151,FALSE,North America,USA,Florida,,,It is a state/territory/province,,,,,,,FALSE,,,,
152,FALSE,North America,USA,Georgia,,,It is a state/territory/province,,,,,,,FALSE,,,,
153,FALSE,North America,USA,Guam,,,,,,,,,,FALSE,,,,
154,FALSE,North America,USA,Hawaii,,,,,,,,,,FALSE,,,,
155,FALSE,North America,USA,Indiana,,,It is a state/territory/province,,,,,,,FALSE,,,,
156,FALSE,North America,USA,Kansas,,,It is a state/territory/province,,,,,,,FALSE,,,,
157,FALSE,North America,USA,Kentucky,,,It is a state/territory/province,,,,,,,FALSE,,,,
158,FALSE,North America,USA,Louisiana,New Orleans,,,,,,,,,FALSE,,,,
159,FALSE,North America,USA,Louisiana,,,It is a state/territory/province,,,,,,,FALSE,,,,
160,FALSE,North America,USA,Maryland,,,It is a state/territory/province,,,,,,,FALSE,,,,
161,FALSE,North America,USA,Michigan,Detroit,,,,,,,,,FALSE,,,,
162,FALSE,North America,USA,Minnesota,Minneapolis,,,,,,,,,FALSE,,,,
163,FALSE,North America,USA,Minnesota,,,It is a state/territory/province,,,,,,,FALSE,,,,
164,FALSE,North America,USA,Missouri,,,It is a state/territory/province,,,,,,,FALSE,,,,
165,FALSE,North America,USA,Montana,Glacier National Park,,,,,,,,,FALSE,,,,
166,FALSE,North America,USA,Montana,,,It is a state/territory/province,,,,,,,FALSE,,,,
167,FALSE,North America,USA,Nevada,Las Vegas,,,,,,,,,FALSE,,,,
168,FALSE,North America,USA,New Hampshire,,,It is a state/territory/province,,,,,,,FALSE,,,,
169,FALSE,North America,USA,New Jersey,,,It is a state/territory/province,,,,,,,FALSE,,,,
170,FALSE,North America,USA,New Mexico,,,It is a state/territory/province,,,,,,,FALSE,,,,
171,FALSE,North America,USA,New York,Niagara Falls,,It is a state/territory/province,,,,,,,FALSE,,,,
172,FALSE,North America,USA,North Carolina,,,It is a state/territory/province,,,,,,,FALSE,,,,
173,FALSE,North America,USA,North Dakota,,,It is a state/territory/province,,,,,,,FALSE,,,,
174,FALSE,North America,USA,Ohio,Cuyahoga Valley National Park,,,,,,,,,FALSE,,,,
175,FALSE,North America,USA,Ohio,Dublin,,,,,,,,,FALSE,,,,
176,FALSE,North America,USA,Pennsylvania,,,It is a state/territory/province,,,,,,,FALSE,,,,
177,FALSE,North America,USA,Puerto Rico,,,,,,,,,,FALSE,,,,
178,FALSE,North America,USA,South Dakota,,,It is a state/territory/province,,,,,,,FALSE,,,,
179,FALSE,North America,USA,Tennessee,Nashville,,,,,,,,,FALSE,,,,
180,FALSE,North America,USA,Tennessee,,,It is a state/territory/province,,,,,,,FALSE,,,,
181,FALSE,North America,USA,Texas,El Paso,,,,,,,,,FALSE,,,,
182,FALSE,North America,USA,Texas,,,It is a state/territory/province,,,,,,,FALSE,,,,
183,FALSE,North America,USA,Utah,,,,,,,,,,FALSE,,,,
184,FALSE,South America,Argentina,,Patagonia,,,,,,,,,FALSE,,,,
185,FALSE,South America,Brazil,,Brazil,,,,,,,,,FALSE,,,,
186,FALSE,South America,Chile,,Atacama desert,,,,,,,,,FALSE,,,,
187,FALSE,South America,Chile,,Easter Island,,,,,,,,,FALSE,,,,
188,FALSE,South America,Chile,,Patagonia,,,,,,,,,FALSE,,,,
189,FALSE,South America,Ecuador,,,,,,,,,,,FALSE,,,,
190,FALSE,South America,Peru,Cusco,Machu Picchu,,,,,,,,,FALSE,,,,
191,FALSE,South America,Venezuela,,Canaima National Park.,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
,,,,,,,,,,,,,,FALSE,,,,
